,Input,Output,Target
10,psll natcom hôm nay tôi đã mở chart bảng để kiểm tra tình hình tt thể thao viettel,"""LOẠI BIỂU ĐỒ"": ""biểu đồ bảng"", ""ĐƠN VỊ"": ""biểu đồ bảng"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ table"", ""ĐƠN VỊ"": ""TTTT"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""psll natcom"", ""TIÊU ĐỀ"": ""khác"""
11,hãy mở info main chart tổng doanh thu tổng công ty dv số  bdvdc tháng 5 để theo dõi tiến độ công việc,"""LOẠI BIỂU ĐỒ"": ""biểu đồ tổng doanh thu tổng công ty dv số bdvdc tháng 5"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu tổng công ty dv số bdvdc tháng 5 để theo dõi tiến độ công việc"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""doanh thu tổng công ty dv số bdvdc tháng 5 để theo dõi tiến độ công việc"", ""TIÊU ĐỀ"": ""doanh thu tổng công ty dv số bdvdc tháng 5"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""doanh thu tổng công ty dv số bdvdc tháng 5""","""LOẠI BIỂU ĐỒ"": ""biểu đồ info_main"", ""ĐƠN VỊ"": ""BDVDC"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""5"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tổng doanh thu tổng công ty dv số "", ""TIÊU ĐỀ"": ""khác"""
12,mọi người hãy mở info_main tỷ lệ xử lý trong hạn hvt để xem lại kế hoạch làm việc cho hôm nay,"""LOẠI BIỂU ĐỒ"": ""biểu đồ infomain tỷ lệ xử lý trong hạn hvt để xem lại kế hoạch làm việc cho hôm nay"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"",","""LOẠI BIỂU ĐỒ"": ""biểu đồ info_main"", ""ĐƠN VỊ"": ""HVT"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ xử lý trong hạn"", ""TIÊU ĐỀ"": ""khác"""
13,tôi thường xuyên xem char t để theo dõi và đánh giá hoạt động của tt thể thao viettel cloud backup,"""LOẠI BIỂU ĐỒ"": ""biểu đồ char t"", ""ĐƠN VỊ"": ""biểu đồ char t"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""","""LOẠI BIỂU ĐỒ"": ""biểu đồ chữ t"", ""ĐƠN VỊ"": ""TTTT"", ""CHU KỲ THỜI GIAN"": ""quý"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""III"", ""NĂM"": ""2036"", ""CHỈ TIÊU"": ""cloud backup"", ""TIÊU ĐỀ"": ""các dv cloud"""
14,mở biểu đồ line dashed giúp cho nhân viên ct truyền thông viettel cập nhật thông tin nhanh hơn vào doanh thu từ phí thu hộ (từ phí thu hộ) thứ 5,"""LOẠI BIỂU ĐỒ"": ""biểu đồ line dashed"", ""ĐƠN VỊ"": ""biểu đồ line dashed"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu từ phí thu hộ (từ phí thu hộ)"", ""TIÊU ĐỀ"": ""doanh thu hộ (từ phí thu hộ)""","""LOẠI BIỂU ĐỒ"": ""line_dashed chart"", ""ĐƠN VỊ"": ""TH"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""5"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu từ phí thu hộ (từ phí thu hộ)"", ""TIÊU ĐỀ"": ""dt chuyển tiền mặt/thu hộ tại quầy"""
15,"table 2 là công cụ hiệu quả, giúp tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả","table 2 là công cụ hiệu quả, giúp tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, giúp tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, giúp tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, tct cp công trình viettel thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất quản lý thông tin một cách hiệu quả, table 2","""LOẠI BIỂU ĐỒ"": ""biểu đồ table 2"", ""ĐƠN VỊ"": ""CT"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""4"", ""NGÀY"": ""khác"", ""TUẦN"": ""gần nhất"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""thời gian phản hồi trên 1 request trong thị giác máy tính lớn nhất"", ""TIÊU ĐỀ"": ""thời gian phản hồi trên 1 yêu cầu trong thị giác máy tính"""
16,đừng quên mở đát bót chỉ huy viettel pto để cập nhật tin tức dt bán hàng viễn thông ngày đầu tháng sau,"""LOẠI BIỂU ĐỒ"": ""biểu đồ đát bót chỉ huy viettel pto để cập nhật tin tức dt bán hàng viễn thông ngày đầu tháng"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""dashboard"", ""ĐƠN VỊ"": ""P210"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""đầu"", ""TUẦN"": ""khác"", ""THÁNG"": ""sau"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""dt bán hàng viễn thông"", ""TIÊU ĐỀ"": ""khác"""
17,mở biểu đồ info_obj nhóm sản phẩm ứng dụng l063 hôm qua,"""LOẠI BIỂU ĐỒ"": ""biểu đồ infoobj nhóm sản phẩm ứng dụng l063"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ info_obj"", ""ĐƠN VỊ"": ""L063"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm qua"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""nhóm sản phẩm ứng dụng"", ""TIÊU ĐỀ"": ""dt các đơn vị trong vt"""
18,xin vui lòng mở biểu đồ miền dt dự án bdvdc quý III để xem thông tin doanh thu,"""LOẠI BIỂU ĐỒ"": ""biểu đồ miền dt"", ""ĐƠN VỊ"": ""biểu đồ miền dt dự án bdvdc quý III để xem thông tin doanh thu"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"",","""LOẠI BIỂU ĐỒ"": ""biểu đồ miền"", ""ĐƠN VỊ"": ""BDVDC"", ""CHU KỲ THỜI GIAN"": ""quý"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""III"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu dự án"", ""TIÊU ĐỀ"": ""dt dự án"""
19,"khi mở vttnew số cuộc gọi được trả lời bởi đtv trong 60s (cố định), tôi thấy chart table 2 hiển thị số liệu quá tải của hệ thống","""LOẠI BIỂU ĐỒ"": ""khác"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ table 2"", ""ĐƠN VỊ"": ""VTTNEW"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""7"", ""NGÀY"": ""khác"", ""TUẦN"": ""sau"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""số cuộc gọi được trả lời bởi đtv trong 60s (cố định)"", ""TIÊU ĐỀ"": ""khác"""
20,tôi muốn truy cập vào biểu đồ block_info của tổng kh hài lòng dv di động vdb cho hôm nay,"""LOẠI BIỂU ĐỒ"": ""biểu đồ blockinfo"", ""ĐƠN VỊ"": ""biểu đồ blockinfo của tổng kh hài lòng dv di động vdb"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ block_info"", ""ĐƠN VỊ"": ""VDB"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tổng kh hài lòng dv di động"", ""TIÊU ĐỀ"": ""khác"""
21,mở block info viettel nan năm 2014 dt vận hành khai thác,"""LOẠI BIỂU ĐỒ"": ""biểu đồ block info viettel nan năm 2014"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ block_info"", ""ĐƠN VỊ"": ""N038"", ""CHU KỲ THỜI GIAN"": ""năm"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""2014"", ""CHỈ TIÊU"": ""dt vận hành khai thác"", ""TIÊU ĐỀ"": ""dtdv & sx"""
22,cách mở chart kết hợp line và column của bạn để xem tình hình nhiễm virus covid-19 tại doanh thu (kd trừ hubbing) thực hiện lk ngày viettel tây ninh hôm nay,"""LOẠI BIỂU ĐỒ"": ""biểu đồ kết hợp line và column của bạn để xem tình hình nhiễm virus covid-19 tại doanh thu (kd trừ hubbing) thực hiện lk ngày viettel"", ""TUẦN"": ""khác"", ""TUẦN"": ""khác"", ""TUẦN"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ kết hợp đường và cột"", ""ĐƠN VỊ"": ""T066"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tổng doanh thu (trừ tbđc và hubbing)"", ""TIÊU ĐỀ"": ""doanh thu (kd trừ hubbing) thực hiện lk ngày"""
23,mở đường dashed chart của doanh thu cộng ngang (kd) thực hiện tháng viettel ninh bình quý III,"""LOẠI BIỂU ĐỒ"": ""biểu đồ doanh thu cộng ngang (kd) thực hiện tháng viettel ninh bình"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu cộng ngang (kd) thực hiện tháng viettel ninh bình quý III"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""doanh thu cộng ngang (kd) thực hiện tháng viettel ninh bình quý III"", ""TIÊU ĐỀ"": ""doanh thu cộng ngang (kd) thực hiện tháng viettel ninh bình quý III""","""LOẠI BIỂU ĐỒ"": ""line_dashed chart"", ""ĐƠN VỊ"": ""N030"", ""CHU KỲ THỜI GIAN"": ""quý"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""III"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tổng doanh thu (chi tiết)"", ""TIÊU ĐỀ"": ""doanh thu cộng ngang (kd) thực hiện tháng"""
24,chart tròn nested của công ty cổ phần xi măng cẩm phả cung cấp thông tin chi tiết về hoạt động tổng số dự án triển khai định kỳ thứ bảy,"""LOẠI BIỂU ĐỒ"": ""biểu đồ trònd của công ty cổ phần xi măng cẩm phả cung cấp thông tin chi tiết về hoạt động tổng số dự án triển khai định kỳ"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ nested_pie"", ""ĐƠN VỊ"": ""XMCP"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""7"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tổng số dự án triển khai định kỳ"", ""TIÊU ĐỀ"": ""phân bổ số lượng dự án/ use-case theo trạng thái"""
