"ID","DASHBOARD_NAME","DASHBOARD_TYPE","ORDER_INDEX","PROFILE_ID","MENU_ITEM_ID","STATUS","DESCRIPTION","UPDATE_TIME","UPDATE_USER"
3486,Doanh thu dịch vụ nhóm VTS,0,,2020,2689,1,,2021-10-14 11:20:00.000,"170635"
3487,Thuê bao FTTH,0,,2020,2681,1,,2021-10-14 11:19:43.000,"170635"
3356,Thuê bao FTTH,0,,1990,2537,1,,2021-10-07 14:03:04.000,"170635"
3335,Thuê bao di động phát triển thực,0,,1990,2539,1,,2022-01-10 09:12:39.000,"170635"
3336,Thuê bao 4G phát triển thực,0,,1990,2538,1,,2021-10-11 09:32:54.000,"170635"
3337,Tổng doanh thu dịch vụ,0,,1990,2532,1,,2021-10-11 08:50:08.000,"170635"
3488,Thuê bao di động phát triển thực,0,,2020,2683,1,,2022-01-10 09:20:38.000,"170635"
3339,Thuê bao register,0,,1990,2540,1,,2021-11-05 10:40:04.000,"170635"
3340,Doanh thu dịch vụ cố định băng rộng,0,,1990,2533,1,,2021-10-11 09:30:33.000,"170635"
3489,Thuê bao 4G phát triển thực,0,,2020,2682,1,,2021-10-14 11:19:18.000,"170635"
3490,Tổng doanh thu dịch vụ,0,,2020,2686,1,,2021-10-14 11:19:10.000,"170635"
3347,Doanh thu dịch vụ nhóm VTT,0,,1990,2531,1,,2021-10-06 11:39:10.000,"170635"
3354,Doanh thu dịch vụ nhóm VDS,0,,1990,2536,1,,2021-10-07 14:03:50.000,"170635"
3491,Thuê bao register,0,,2020,2680,1,,2021-11-04 16:11:15.000,"170635"
3492,Doanh thu dịch vụ cố định băng rộng,0,,2020,2687,1,,2021-10-14 11:18:53.000,"170635"
3493,Doanh thu dịch vụ nhóm VTT,0,,2020,2685,1,,2021-10-14 11:18:43.000,"170635"
3494,Doanh thu dịch vụ nhóm VDS,0,,2020,2690,1,,2021-10-14 11:18:28.000,"170635"
3495,Doanh thu dịch vụ SME,0,,2021,2699,1,,2021-10-14 11:26:42.000,"170635"
3496,Doanh thu dịch vụ di động,0,,2021,2695,1,,2022-07-11 17:52:32.000,"269413"
3497,Doanh thu dịch vụ nhóm VTS,0,,2021,2700,1,,2021-10-14 11:26:24.000,"170635"
3498,Thuê bao FTTH,0,,2021,2692,1,,2021-10-14 11:26:14.000,"170635"
3499,Thuê bao di động phát triển thực,0,,2021,2694,1,,2022-01-10 09:19:38.000,"170635"
3500,Thuê bao 4G phát triển thực,0,,2021,2693,1,,2021-10-14 11:24:18.000,"170635"
3501,Tổng doanh thu dịch vụ,0,,2021,2697,1,,2022-01-20 15:58:39.000,"170635"
3502,Thuê bao register,0,,2021,2691,1,,2021-11-04 16:10:26.000,"170635"
3503,Doanh thu dịch vụ cố định băng rộng,0,,2021,2698,1,,2021-10-14 11:23:46.000,"170635"
3504,Doanh thu dịch vụ nhóm VTT,0,,2021,2696,1,,2021-10-14 16:33:01.000,"170635"
4654,Doanh thu dịch vụ SME,0,,2130,3858,1,,2021-10-19 16:15:19.000,"170635"
4655,Doanh thu dịch vụ di động,0,,2130,3854,1,,2021-10-19 16:12:36.000,"170635"
4656,Doanh thu dịch vụ nhóm VTS,0,,2130,3859,1,,2021-10-19 16:11:02.000,"170635"
4657,Thuê bao FTTH,0,,2130,3851,1,,2021-10-19 16:09:48.000,"170635"
4658,Thuê bao di động phát triển thực,0,,2130,3853,1,,2022-01-10 10:09:05.000,"170635"
4659,Thuê bao 4G phát triển thực,0,,2130,3852,1,,2021-10-19 16:06:43.000,"170635"
4660,Tổng doanh thu dịch vụ,0,,2130,3856,1,,2021-10-19 16:04:43.000,"170635"
4661,Thuê bao register,0,,2130,3850,1,,2021-11-04 16:48:50.000,"170635"
4662,Doanh thu dịch vụ cố định băng rộng,0,,2130,3857,1,,2021-10-19 16:01:37.000,"170635"
4663,Doanh thu dịch vụ nhóm VTT,0,,2130,3855,1,,2021-10-19 16:00:10.000,"170635"
4664,Doanh thu dịch vụ nhóm VDS,0,,2130,3860,1,,2021-10-19 15:58:30.000,"170635"
4665,Doanh thu dịch vụ SME,0,,2131,3864,1,,2021-10-19 16:42:45.000,"170635"
4666,Doanh thu dịch vụ di động,0,,2131,3871,1,,2022-07-11 17:34:00.000,"269413"
4667,Doanh thu dịch vụ nhóm VTS,0,,2131,3865,1,,2021-10-19 16:40:24.000,"170635"
4668,Thuê bao FTTH,0,,2131,3868,1,,2021-10-19 16:39:22.000,"170635"
4669,Thuê bao di động phát triển thực,0,,2131,3870,1,,2022-01-10 10:10:56.000,"170635"
4670,Thuê bao 4G phát triển thực,0,,2131,3869,1,,2021-10-19 16:29:16.000,"170635"
4671,Tổng doanh thu dịch vụ,0,,2131,3862,1,,2022-01-20 16:18:44.000,"170635"
4672,Thuê bao register,0,,2131,3867,1,,2021-11-04 16:49:36.000,"170635"
4673,Doanh thu dịch vụ cố định băng rộng,0,,2131,3863,1,,2021-10-19 16:19:46.000,"170635"
4674,Doanh thu dịch vụ nhóm VTT,0,,2131,3861,1,,2022-03-18 14:52:04.000,"170635"
4675,Doanh thu dịch vụ nhóm VDS,0,,2131,3866,1,,2021-10-19 16:16:38.000,"170635"
4786,Doanh thu dịch vụ SME,0,,2142,3990,1,,2021-10-19 22:57:05.000,"250905"
4787,Doanh thu dịch vụ di động,0,,2142,3986,1,,2021-10-19 22:55:50.000,"250905"
4788,Doanh thu dịch vụ nhóm VTS,0,,2142,3991,1,,2021-10-19 22:54:39.000,"250905"
4789,Thuê bao FTTH,0,,2142,3983,1,,2021-10-19 22:53:30.000,"250905"
4790,Thuê bao di động phát triển thực,0,,2142,3985,1,,2022-01-10 09:08:52.000,"170635"
4864,Doanh thu dịch vụ nhóm VTT,0,,2149,4065,1,,2021-10-20 08:35:03.000,"170635"
4792,Tổng doanh thu dịch vụ,0,,2142,3988,1,,2021-10-19 22:48:39.000,"250905"
4793,Thuê bao register,0,,2142,3982,1,,2021-11-05 10:54:16.000,"170635"
4794,Doanh thu dịch vụ cố định băng rộng,0,,2142,3989,1,,2021-10-19 22:46:15.000,"250905"
4795,Doanh thu dịch vụ nhóm VTT,0,,2142,3987,1,,2021-10-19 22:45:10.000,"250905"
4796,Doanh thu dịch vụ nhóm VDS,0,,2142,3992,1,,2021-10-19 22:43:34.000,"250905"
4775,Doanh thu dịch vụ SME,0,,2141,3974,1,,2021-10-20 08:15:27.000,"170635"
4776,Doanh thu dịch vụ di động,0,,2141,3981,1,,2022-07-11 17:54:41.000,slgb_admin_bi
4777,Doanh thu dịch vụ nhóm VTS,0,,2141,3975,1,,2021-10-20 08:17:38.000,"170635"
4778,Thuê bao FTTH,0,,2141,3978,1,,2021-10-20 08:18:32.000,"170635"
4779,Thuê bao di động phát triển thực,0,,2141,3980,1,,2022-01-10 10:16:47.000,"170635"
4780,Thuê bao 4G phát triển thực,0,,2141,3979,1,,2021-10-20 08:18:22.000,"170635"
4781,Tổng doanh thu dịch vụ,0,,2141,3972,1,,2022-01-20 16:29:55.000,"170635"
4782,Thuê bao register,0,,2141,3977,1,,2021-11-05 10:33:54.000,"170635"
4783,Doanh thu dịch vụ cố định băng rộng,0,,2141,3973,1,,2021-10-20 08:13:26.000,"170635"
4784,Doanh thu dịch vụ nhóm VTT,0,,2141,3971,1,,2021-10-20 08:11:39.000,"170635"
4785,Doanh thu dịch vụ nhóm VDS,0,,2141,3976,1,,2021-10-20 08:10:04.000,"170635"
4865,Doanh thu dịch vụ nhóm VDS,0,,2149,4070,1,,2021-10-20 08:33:56.000,"170635"
4866,Doanh thu dịch vụ SME,0,,2149,4068,1,,2021-10-20 08:32:55.000,"170635"
4867,Doanh thu dịch vụ di động,0,,2149,4064,1,,2021-10-20 08:31:47.000,"170635"
4868,Thuê bao register,0,,2149,4060,1,,2021-11-05 11:10:44.000,"170635"
4869,Doanh thu dịch vụ nhóm VTS,0,,2149,4069,1,,2021-10-20 08:29:26.000,"170635"
4870,Thuê bao FTTH,0,,2149,4061,1,,2021-10-20 08:28:27.000,"170635"
4871,Thuê bao di động phát triển thực,0,,2149,4063,1,,2022-01-10 10:17:54.000,"170635"
4872,Thuê bao 4G phát triển thực,0,,2149,4062,1,,2021-10-20 08:24:30.000,"170635"
4873,Tổng doanh thu dịch vụ,0,,2149,4066,1,,2021-10-20 08:23:29.000,"170635"
4874,Doanh thu dịch vụ cố định băng rộng,0,,2149,4067,1,,2021-10-20 08:21:53.000,"170635"
5098,Doanh thu di động,0,,1859,4351,1,,2023-08-09 13:58:12.000,"269413"
4819,Doanh thu dịch vụ SME,0,,2145,4023,1,,2021-10-19 23:22:07.000,"250905"
4820,Doanh thu dịch vụ di động,0,,2145,4019,1,,2022-07-11 18:08:40.000,slgb_admin_bi
4821,Doanh thu dịch vụ nhóm VTS,0,,2145,4024,1,,2021-10-19 23:18:53.000,"250905"
4822,Thuê bao FTTH,0,,2145,4016,1,,2021-10-19 23:17:50.000,"250905"
4823,Thuê bao di động phát triển thực,0,,2145,4018,1,,2022-01-10 09:13:03.000,"170635"
4824,Thuê bao 4G phát triển thực,0,,2145,4017,1,,2021-10-19 23:01:18.000,"250905"
4825,Tổng doanh thu dịch vụ,0,,2145,4021,1,,2022-01-20 15:46:53.000,"170635"
4826,Thuê bao register,0,,2145,4015,1,,2021-11-05 10:55:26.000,"170635"
4827,Doanh thu dịch vụ cố định băng rộng,0,,2145,4022,1,,2021-10-19 23:04:38.000,"250905"
4828,Doanh thu dịch vụ nhóm VTT,0,,2145,4020,1,,2021-10-19 23:03:37.000,"250905"
4829,Doanh thu dịch vụ nhóm VDS,0,,2145,4025,1,,2021-10-19 23:02:30.000,"250905"
4895,VTX,1,,2150,,1,,2022-08-17 16:56:01.000,slgb_admin_bi
5100,Doanh thu giải pháp CNTT,0,,1859,4349,1,,2023-08-09 13:41:57.000,"269413"
5097,DT CÁC ĐƠN VỊ,0,1,2150,4353,1,VTX,2023-07-27 09:16:01.000,"269413"
5101,Doanh thu kinh doanh quốc tế,0,,1859,4348,1,,2023-08-09 13:36:34.000,"269413"
4917,"6. Doanh thu dịch vụ và sản xuất",3,7,1343,1053,1,,2021-11-01 13:45:49.000,"170635"
4922,"11. Doanh thu dịch vụ và sản xuất",0,7,1455,1379,1,,2021-11-01 15:39:43.000,"170635"
4923,"6. Doanh thu dịch vụ và sản xuất",0,2,1454,1371,1,,2021-11-01 16:02:57.000,"170635"
4936,Doanh thu dv và sx lũy kế (kinh doanh),0,4,1353,4119,1,,2021-11-01 17:15:10.000,"170635"
4938,"5. Doanh thu dịch vụ và sản xuất",3,6,1336,4124,1,,2021-11-01 17:23:15.000,"170635"
4940,Doanh thu dv và sx lũy kế (kinh doanh),0,2,1371,4121,1,,2021-11-01 17:36:07.000,"170635"
4980,NĂNG SUẤT LAO ĐỘNG,0,,1940,4198,1,,2023-07-26 11:00:08.000,"269413"
4944,Doanh thu dv và sx lũy kế (kinh doanh),0,2,1357,4125,1,,2021-11-02 09:43:17.000,"170635"
4948,Doanh thu kinh doanh Copy,0,4,1455,,1,,2021-11-02 10:54:21.000,"170635"
4959,LAO ĐỘNG BQ TRONG DS,0,,1955,4159,1,,2023-07-27 10:52:40.000,"269413"
4966,THU NHẬP BÌNH QUÂN,0,,1930,4165,1,,2023-07-26 14:52:29.000,"269413"
4979,LAO ĐỘNG BQ TRONG DS,0,,1938,4193,1,,2023-08-08 09:02:35.000,"269413"
4981,THU NHẬP BÌNH QUÂN,0,,1940,4197,1,,2023-07-26 10:58:14.000,"269413"
4982,LAO ĐỘNG BQ TRONG DS,0,,1940,4196,1,,2023-07-26 10:57:26.000,"269413"
4985,LAO ĐỘNG BQ TRONG DS,0,,1937,4201,1,,2023-07-27 14:30:17.000,"269413"
4989,NĂNG SUẤT LAO ĐỘNG,0,4,2170,4097,1,,2021-11-10 11:39:15.000,"170635"
4990,THU NHẬP BÌNH QUÂN,0,4,2170,4205,1,,2021-11-10 11:40:16.000,"170635"
4991,LAO ĐỘNG BQ TRONG DS,0,4,2170,4204,1,,2021-11-10 11:42:10.000,"170635"
4992,NĂNG SUẤT LAO ĐỘNG,0,4,1975,4098,1,,2021-11-10 11:57:27.000,"170635"
4993,THU NHẬP BÌNH QUÂN,0,4,1975,4207,1,,2021-11-10 11:58:16.000,"170635"
4996,LAO ĐỘNG BQ TRONG DS,0,5,1970,4213,1,,2023-07-31 09:55:44.000,"269413"
4998,LAO ĐỘNG BQ TRONG DS,0,5,2150,4211,1,,2023-07-27 09:16:41.000,"269413"
4999,DT THƯƠNG MẠI VÀ DỊCH VỤ,0,,1911,4252,1,,2023-08-02 10:05:40.000,"269413"
5017,Doanh thu di động,0,,1791,4256,1,,2023-07-27 10:38:23.000,"269413"
5016,DỊCH VỤ OS,0,,1910,4217,1,,2023-07-26 11:34:04.000,"269413"
5022,DT NĂNG LƯỢNG VÀ CƠ ĐIỆN,0,,1931,4261,1,,2023-08-02 11:20:43.000,"269413"
5023,Doanh thu di động,0,,1792,4260,1,,2023-07-26 10:23:50.000,"269413"
5025,Doanh thu dịch vụ mới,0,,1792,4258,1,,2023-07-26 10:20:55.000,"269413"
5026,DT HẠ TẦNG CHO THUÊ,0,,1930,4263,1,,2023-07-26 14:45:02.000,"269413"
5027,Doanh thu dịch vụ nhóm SME,0,,1792,4257,1,,2023-07-26 10:19:30.000,"269413"
