"ID","CODE","URL","TYPE"
269,Mở dashboard chỉ huy Bưu chính ngày,/pages/screen/3030,OPEN_URL_SPECIAL
270,Mở dashboard chỉ huy BDS tháng,/pages/screen/5528,OPEN_URL_SPECIAL
271,Mở dashboard chỉ huy VHT tháng,/pages/screen/3266,OPEN_URL_SPECIAL
272,Mở dashboard chỉ huy HNI tháng,/pages/screen/6475,OPEN_URL_SPECIAL
273,Mở dashboard chỉ huy HCM tháng,/pages/screen/6476,OPEN_URL_SPECIAL
274,Mở dashboard chỉ huy BKN tháng,/pages/screen/6537,OPEN_URL_SPECIAL
275,Mở dashboard chỉ huy BNH tháng,/pages/screen/6539,OPEN_URL_SPECIAL
276,Mở dashboard chỉ huy BPC tháng,/pages/screen/6525,OPEN_URL_SPECIAL
277,Mở dashboard chỉ huy CBG tháng,/pages/screen/6527,OPEN_URL_SPECIAL
278,Mở dashboard chỉ huy CBG ngày,/pages/screen/6335,OPEN_URL_SPECIAL
279,Mở dashboard chỉ huy CTO ngày,/pages/screen/6336,OPEN_URL_SPECIAL
280,Mở dashboard chỉ huy DCN ngày,/pages/screen/6339,OPEN_URL_SPECIAL
281,Mở dashboard chỉ huy DCN tháng,/pages/screen/6546,OPEN_URL_SPECIAL
282,Mở dashboard chỉ huy DLK tháng,/pages/screen/6635,OPEN_URL_SPECIAL
283,Mở dashboard chỉ huy DTP ngày,/pages/screen/6347,OPEN_URL_SPECIAL
284,Mở dashboard chỉ huy DTP tháng,/pages/screen/6554,OPEN_URL_SPECIAL
285,Mở dashboard chỉ huy HBH tháng,/pages/screen/6517,OPEN_URL_SPECIAL
286,Mở dashboard chỉ huy HBH ngày,/pages/screen/6353,OPEN_URL_SPECIAL
287,Mở dashboard chỉ huy GLI ngày,/pages/screen/6349,OPEN_URL_SPECIAL
288,Mở dashboard chỉ huy GLI tháng,/pages/screen/6553,OPEN_URL_SPECIAL
289,Mở dashboard chỉ huy HGG tháng,/pages/screen/6595,OPEN_URL_SPECIAL
290,Mở dashboard chỉ huy HGG ngày,/pages/screen/6399,OPEN_URL_SPECIAL
291,Mở dashboard chỉ huy HPG tháng,/pages/screen/6580,OPEN_URL_SPECIAL
292,Mở dashboard chỉ huy KGG ngày,/pages/screen/6456,OPEN_URL_SPECIAL
293,Mở dashboard chỉ huy KGG tháng,/pages/screen/6575,OPEN_URL_SPECIAL
294,Mở dashboard chỉ huy LDG ngày,/pages/screen/6377,OPEN_URL_SPECIAL
295,Mở dashboard chỉ huy LDG tháng,/pages/screen/6555,OPEN_URL_SPECIAL
296,Mở dashboard chỉ huy LSN tháng,/pages/screen/6547,OPEN_URL_SPECIAL
297,Mở dashboard chỉ huy LSN ngày,/pages/screen/6348,OPEN_URL_SPECIAL
298,Mở dashboard chỉ huy NDH ngày,/pages/screen/6343,OPEN_URL_SPECIAL
299,Mở dashboard chỉ huy NDH tháng,/pages/screen/6543,OPEN_URL_SPECIAL
300,Mở dashboard chỉ huy SLA tháng,/pages/screen/6535,OPEN_URL_SPECIAL
301,Mở dashboard chỉ huy SLA ngày,/pages/screen/6318,OPEN_URL_SPECIAL
302,Mở đát bọt chỉ huy TD ngày,/pages/screen/2354,OPEN_URL_SPECIAL
303,Mở Dashboard chỉ huy HNI ngày,/pages/screen/6215,OPEN_URL_SPECIAL
304,Mở dashboard chỉ huy TD tháng,/pages/screen/2425,OPEN_URL_SPECIAL
305,Mở dashboard chỉ huy CTM ngày,/pages/screen/9668,OPEN_URL_SPECIAL
306,Mở dashboard chỉ huy Natcom tháng,/pages/screen/2910,OPEN_URL_SPECIAL
307,Mở dashboard chỉ huy HNM tháng,/pages/screen/6549,OPEN_URL_SPECIAL
308,Mở dashboard chỉ huy HUE tháng,/pages/screen/6578,OPEN_URL_SPECIAL
309,Mở dashboard chỉ huy HUE ngày,/pages/screen/6404,OPEN_URL_SPECIAL
310,Mở dashboard chỉ huy HYN tháng,/pages/screen/6576,OPEN_URL_SPECIAL
311,Mở dashboard chỉ huy HYN ngày,/pages/screen/6400,OPEN_URL_SPECIAL
312,Mở dashboard chỉ huy QNM tháng,/pages/screen/6520,OPEN_URL_SPECIAL
313,Mở dashboard chỉ huy QNM ngày,/pages/screen/6174,OPEN_URL_SPECIAL
314,Mở dashboard chỉ huy QTI ngày,/pages/screen/6173,OPEN_URL_SPECIAL
315,Mở dashboard chỉ huy QTI tháng,/pages/screen/6536,OPEN_URL_SPECIAL
316,Mở dashboard chỉ huy STG ngày,/pages/screen/6316,OPEN_URL_SPECIAL
317,Mở dashboard chỉ huy STG tháng,/pages/screen/6414,OPEN_URL_SPECIAL
318,Mở dashboard chỉ huy TBH tháng,/pages/screen/6516,OPEN_URL_SPECIAL
319,Mở dashboard chỉ huy TBH ngày,/pages/screen/6172,OPEN_URL_SPECIAL
320,Mở dashboard chỉ huy VTU ngày,/pages/screen/6162,OPEN_URL_SPECIAL
321,Mở dashboard chỉ huy VTU tháng,/pages/screen/6409,OPEN_URL_SPECIAL
322,Mở dashboard chỉ huy YBI tháng,/pages/screen/6406,OPEN_URL_SPECIAL
323,Mở dashboard chỉ huy YBI ngày,/pages/screen/6216,OPEN_URL_SPECIAL
324,Mở Dashboard chỉ huy AGG tháng,/pages/screen/6413,OPEN_URL_SPECIAL
325,Mở dashboard chỉ huy BGG ngày,/pages/screen/6167,OPEN_URL_SPECIAL
326,Mở dashboard chỉ huy BLU ngày,/pages/screen/6276,OPEN_URL_SPECIAL
327,Mở dashboard chỉ huy CTO tháng,/pages/screen/6544,OPEN_URL_SPECIAL
328,Mở dashboard chỉ huy HDG ngày,/pages/screen/6415,OPEN_URL_SPECIAL
329,Mở dashboard chỉ huy HDG tháng,/pages/screen/6552,OPEN_URL_SPECIAL
330,Mở dashboard chỉ huy HTH ngày,/pages/screen/6405,OPEN_URL_SPECIAL
331,Mở dashboard chỉ huy HTH tháng,/pages/screen/6579,OPEN_URL_SPECIAL
332,Mở dashboard chỉ huy KHA tháng,/pages/screen/6561,OPEN_URL_SPECIAL
333,Mở dashboard chỉ huy KHA ngày,/pages/screen/6455,OPEN_URL_SPECIAL
334,Mở dashboard chỉ huy LCI ngày,/pages/screen/6352,OPEN_URL_SPECIAL
335,Mở dashboard chỉ huy LCI tháng,/pages/screen/6548,OPEN_URL_SPECIAL
336,Mở dashboard chỉ huy NAN ngày,/pages/screen/6346,OPEN_URL_SPECIAL
337,Mở dashboard chỉ huy NAN tháng,/pages/screen/6533,OPEN_URL_SPECIAL
338,Mở dashboard chỉ huy NBH tháng,/pages/screen/6530,OPEN_URL_SPECIAL
339,Mở dashboard chỉ huy NBH ngày,/pages/screen/6345,OPEN_URL_SPECIAL
340,Mở dashboard chỉ huy QBH ngày,/pages/screen/6338,OPEN_URL_SPECIAL
341,Mở dashboard chỉ huy QBH tháng,/pages/screen/6538,OPEN_URL_SPECIAL
342,Mở dashboard chỉ huy QNH tháng,/pages/screen/6522,OPEN_URL_SPECIAL
343,Mở dashboard chỉ huy QNH ngày,/pages/screen/6357,OPEN_URL_SPECIAL
344,Mở dashboard chỉ huy THA tháng,/pages/screen/6499,OPEN_URL_SPECIAL
345,Mở dashboard chỉ huy THA ngày,/pages/screen/6168,OPEN_URL_SPECIAL
346,Mở dashboard chỉ huy TNH ngày,/pages/screen/6296,OPEN_URL_SPECIAL
347,Mở dashboard chỉ huy TNH tháng,/pages/screen/6411,OPEN_URL_SPECIAL
348,Mở dashboard chỉ huy TNN tháng,/pages/screen/6498,OPEN_URL_SPECIAL
349,Mở dashboard chỉ huy TNN ngày,/pages/screen/6295,OPEN_URL_SPECIAL
350,Mở dashboard chỉ huy VPC tháng,/pages/screen/6495,OPEN_URL_SPECIAL
351,Mở dashboard chỉ huy VPC ngày,/pages/screen/6164,OPEN_URL_SPECIAL
352,Mở đát bót chỉ huy HNI ngày,/pages/screen/6215,OPEN_URL_SPECIAL
353,Mở đát bọt chỉ huy AGG tháng,/pages/screen/6413,OPEN_URL_SPECIAL
354,Mở đát bót chỉ huy AGG tháng,/pages/screen/6413,OPEN_URL_SPECIAL
355,Mở dashboard chỉ huy BKN ngày,/pages/screen/6166,OPEN_URL_SPECIAL
356,Mở dashboard chỉ huy BLU tháng,/pages/screen/6523,OPEN_URL_SPECIAL
357,Mở dashboard chỉ huy BTN ngày,/pages/screen/6317,OPEN_URL_SPECIAL
358,Mở dashboard chỉ huy DLK ngày,/pages/screen/6375,OPEN_URL_SPECIAL
359,Mở dashboard chỉ huy VLG ngày,/pages/screen/6255,OPEN_URL_SPECIAL
360,Mở dashboard chỉ huy VLG tháng,/pages/screen/6496,OPEN_URL_SPECIAL
361,Mở Dashboard chỉ huy TD ngày,/pages/screen/2354,OPEN_URL_SPECIAL
362,Mở đát bót chỉ huy TD tháng,/pages/screen/2425,OPEN_URL_SPECIAL
363,Mở đát bọt chỉ huy TD tháng,/pages/screen/2425,OPEN_URL_SPECIAL
365,Mở dashboard chỉ huy HCM ngày,/pages/screen/6161,OPEN_URL_SPECIAL
366,Mở dashboard chỉ huy AGG ngày,/pages/screen/6163,OPEN_URL_SPECIAL
367,Mở dashboard chỉ huy BDG tháng,/pages/screen/6515,OPEN_URL_SPECIAL
368,Mở dashboard chỉ huy BDG ngày,/pages/screen/6165,OPEN_URL_SPECIAL
369,Mở dashboard chỉ huy BDH tháng,/pages/screen/6518,OPEN_URL_SPECIAL
370,Mở dashboard chỉ huy BDH ngày,/pages/screen/6235,OPEN_URL_SPECIAL
371,Mở dashboard chỉ huy BGG tháng,/pages/screen/6519,OPEN_URL_SPECIAL
372,Mở dashboard chỉ huy BNH ngày,/pages/screen/6169,OPEN_URL_SPECIAL
373,Mở dashboard chỉ huy BPC ngày,/pages/screen/6171,OPEN_URL_SPECIAL
374,Mở dashboard chỉ huy BTE tháng,/pages/screen/6526,OPEN_URL_SPECIAL
375,Mở dashboard chỉ huy BTE ngày,/pages/screen/6315,OPEN_URL_SPECIAL
376,Mở dashboard chỉ huy BTN tháng,/pages/screen/6540,OPEN_URL_SPECIAL
377,Mở dashboard chỉ huy CMU ngày,/pages/screen/6355,OPEN_URL_SPECIAL
378,Mở dashboard chỉ huy CMU tháng,/pages/screen/6529,OPEN_URL_SPECIAL
379,Mở dashboard chỉ huy DBN tháng,/pages/screen/6532,OPEN_URL_SPECIAL
380,Mở dashboard chỉ huy DBN ngày,/pages/screen/6337,OPEN_URL_SPECIAL
381,Mở dashboard chỉ huy DNG tháng,/pages/screen/6616,OPEN_URL_SPECIAL
382,Mở dashboard chỉ huy DNG ngày,/pages/screen/6344,OPEN_URL_SPECIAL
3,Mở báo cáo chi tiết n2 mới,/pages/dynamic-config/report-config/display-report/3440,OPEN_URL
4,Mở trang chủ,/pages/screen,OPEN_URL
5,Mở quản lý phản ánh,/pages/utilities/quan-ly-phan-anh,OPEN_URL
6,Mở danh mục chung,/pages/utilities/danh-muc-chung,OPEN_URL
7,Mở danh mục chỉ tiêu,/pages/utilities/danh-muc-chi-tieu,OPEN_URL
8,Mở quản lý nhóm đơn vị,/pages/utilities/tree-init,OPEN_URL
9,Mở quản lý chu kỳ mặc định,/pages/import-cycle,OPEN_URL
10,"Mở quản lý chu kỳ import tài chính, kinh doanh",/pages/import-fix-cycle,OPEN_URL
11,Mở quản lý hướng dẫn sử dụng,/pages/utilities/config-guide,OPEN_URL
12,Mở cảnh báo nhập KH tháng,/pages/dynamic-config/report-config/display-report/3480,OPEN_URL
13,Mở cảnh báo nhập KH quý,/pages/dynamic-config/report-config/display-report/3580,OPEN_URL
14,Mở cảnh báo nhập KH năm,/pages/dynamic-config/report-config/display-report/3581,OPEN_URL
15,Mở dữ liệu KH tháng,/pages/dynamic-config/report-config/display-report/3460,OPEN_URL
16,Mở dữ liệu KH quý,/pages/dynamic-config/report-config/display-report/3461,OPEN_URL
17,Mở dữ liệu KH năm,/pages/dynamic-config/report-config/display-report/3462,OPEN_URL
18,Mở dữ liệu TH ngày,/pages/dynamic-config/report-config/display-report/3463,OPEN_URL
19,Mở dữ liệu TH tháng,/pages/dynamic-config/report-config/display-report/3464,OPEN_URL
20,Mở chỉ tiêu import,/pages/dynamic-config/report-config/display-report/3465,OPEN_URL
21,Mở công thức chỉ tiêu,/pages/dynamic-config/report-config/display-report/3466,OPEN_URL
22,Mở kết quả liên ngành (tháng n-1),/pages/dynamic-config/report-config/display-report/3420,OPEN_URL
23,Mở BC_CSKH,/pages/dynamic-config/report-config/display-report/3882,OPEN_URL
24,Mở báo cáo tỷ giá mới (đang phát triển),/pages/dynamic-config/report-config/display-report/3900,OPEN_URL
25,Mở báo cáo tỷ lệ chiết khấu thẻ cào,/pages/dynamic-config/report-config/display-report/3520,OPEN_URL
26,Mở báo cáo dữ liệu tin nhắn kinh doanh,/pages/dynamic-config/report-config/display-report/3500,OPEN_URL
27,Mở báo cáo VPTD,/pages/dynamic-config/report-config/display-report/3540,OPEN_URL
28,Mở báo cáo chốt tháng (báo cáo chốt dữ liệu (BCL)),/pages/dynamic-config/report-config/display-report/3960,OPEN_URL
29,Mở báo cáo chốt quý,/pages/dynamic-config/report-config/display-report/3961,OPEN_URL
30,Mở báo cáo chốt năm,/pages/dynamic-config/report-config/display-report/3962,OPEN_URL
31,Mở báo cáo chốt tháng,/pages/month-report,OPEN_URL
32,Mở báo cáo động,/pages/word-report,OPEN_URL
33,Mở báo cáo KPI chấm điểm,/pages/scored-kpi-report,OPEN_URL
34,Mở hướng dẫn sử dụng,/pages/user-guide,OPEN_URL
35,Mở profile,/pages/dynamic-config/profile,OPEN_URL
383,Mở dashboard chỉ huy DNI ngày,/pages/screen/6376,OPEN_URL_SPECIAL
37,Mở biểu đồ,/pages/dynamic-config/chart,OPEN_URL
38,Mở quản lý menu,/pages/dynamic-config/config-menu,OPEN_URL
39,Mở quản lý SMS/Email,/pages/dynamic-config/config-alert,OPEN_URL
40,Mở quản lý thư mục,/pages/dynamic-config/report-config/config-folder,OPEN_URL
41,Mở quản lý báo cáo,/pages/dynamic-config/report-config/config-report,OPEN_URL
42,Mở quản lý cấu hình Upload template,/pages/dynamic-config/upload-template,OPEN_URL
43,Mở quản lý cấu hình truy vấn,/pages/config-dynamic-table/query,OPEN_URL
44,Mở quản lý đa ngôn ngữ,/pages/dynamic-config/config-language,OPEN_URL
45,Mở quản lý cấu hình export file,/pages/dynamic-config/config-make-file-email,OPEN_URL
46,Mở quản lý cấu hình người nhận cảnh báo,/pages/dynamic-config/request-alert,OPEN_URL
47,Mở quản lý cấu hình trình chiếu,/pages/dynamic-config/slide,OPEN_URL
48,Mở upload dữ liệu,/pages/dynamic-config/upload-template/import,OPEN_URL
49,Mở tra cứu số liệu,/pages/tra-cuu-so-lieu,OPEN_URL
50,Mở tra cứu chỉ tiêu,/pages/tra-cuu-chi-tieu,OPEN_URL
51,Mở tra cứu log tác động,/pages/tra-cuu-log-file,OPEN_URL
52,Mở tra cứu báo cáo,/pages/search-report/management,OPEN_URL
54,Mở Dashboard chỉ huy VTT ngày,/pages/screen/2667,OPEN_URL_SPECIAL
55,Mở Dashboard chỉ huy VTS Tháng,/pages/screen/3235,OPEN_URL_SPECIAL
57,Mở đát bót chỉ huy vê tê ét Tháng,/pages/screen/3235,OPEN_URL_SPECIAL
59,Mở đát bọt chỉ huy Tập đoàn ngày,/pages/screen/2354,OPEN_URL_SPECIAL
64,Mở Dashboard chỉ huy Hà Nội ngày,/pages/screen/6215,OPEN_URL_SPECIAL
68,Mở đát bót chỉ huy Bưu chính tháng,/pages/screen/3021,OPEN_URL_SPECIAL
78,Mở dashboard chỉ huy Tập đoàn tháng,/pages/screen/2425,OPEN_URL_SPECIAL
81,Mở dashboard chỉ huy Viettel Tỉnh/TP ngày,/pages/screen/4434,OPEN_URL_SPECIAL
85,Mở dashboard chỉ huy Công ty mẹ ngày,/pages/screen/9668,OPEN_URL_SPECIAL
86,Mở dashboard chỉ huy VTT tháng,/pages/screen/2679,OPEN_URL_SPECIAL
88,Mở dashboard chỉ huy VCC tháng,/pages/screen/3042,OPEN_URL_SPECIAL
89,Mở dashboard chỉ huy VCC ngày,/pages/screen/3048,OPEN_URL_SPECIAL
90,Mở dashboard chỉ huy VTK ngày,/pages/screen/5279,OPEN_URL_SPECIAL
92,Mở dashboard chỉ huy VTG tháng,/pages/screen/2945,OPEN_URL_SPECIAL
96,Mở dashboard chỉ huy STL tháng,/pages/screen/2804,OPEN_URL_SPECIAL
95,Mở dashboard chỉ huy STL ngày,/pages/screen/2827,OPEN_URL_SPECIAL
97,Mở dashboard chỉ huy VTL tháng,/pages/screen/2816,OPEN_URL_SPECIAL
98,Mở dashboard chỉ huy VTL ngày,/pages/screen/2749,OPEN_URL_SPECIAL
100,Mở dashboard chỉ huy MYN tháng,/pages/screen/5149,OPEN_URL_SPECIAL
101,Mở dashboard chỉ huy NAT tháng,/pages/screen/2910,OPEN_URL_SPECIAL
106,Mở dashboard chỉ huy VTZ ngày,/pages/screen/2887,OPEN_URL_SPECIAL
108,Mở dashboard chỉ huy VBD tháng,/pages/screen/2878,OPEN_URL_SPECIAL
112,Mở dashboard chỉ huy VDS ngày,/pages/screen/3059,OPEN_URL_SPECIAL
115,Mở dashboard chỉ huy VTM ngày,/pages/screen/3092,OPEN_URL_SPECIAL
117,Mở dashboard chỉ huy VCS tháng,/pages/screen/3183,OPEN_URL_SPECIAL
123,Mở dashboard chỉ huy VDTC ngày,/pages/screen/3067,OPEN_URL_SPECIAL
128,Mở dashboard chỉ huy XMCP ngày,/pages/screen/3132,OPEN_URL_SPECIAL
129,Mở dashboard chỉ huy XMCP tháng,/pages/screen/3126,OPEN_URL_SPECIAL
133,Mở dashboard chỉ huy VMC tháng,/pages/screen/8744,OPEN_URL_SPECIAL
185,Mở dashboard chỉ huy Hà Nam tháng,/pages/screen/6549,OPEN_URL_SPECIAL
192,Mở dashboard chỉ huy Thừa Thiên Huế tháng,/pages/screen/6578,OPEN_URL_SPECIAL
191,Mở dashboard chỉ huy Thừa Thiên Huế ngày,/pages/screen/6404,OPEN_URL_SPECIAL
194,Mở dashboard chỉ huy Hậu Giang ngày,/pages/screen/6401,OPEN_URL_SPECIAL
193,Mở dashboard chỉ huy Hậu Giang tháng,/pages/screen/6577,OPEN_URL_SPECIAL
196,Mở dashboard chỉ huy Hưng Yên tháng,/pages/screen/6576,OPEN_URL_SPECIAL
195,Mở dashboard chỉ huy Hưng Yên ngày,/pages/screen/6400,OPEN_URL_SPECIAL
232,Mở dashboard chỉ huy Quảng Nam tháng,/pages/screen/6520,OPEN_URL_SPECIAL
231,Mở dashboard chỉ huy Quảng Nam ngày,/pages/screen/6174,OPEN_URL_SPECIAL
234,Mở dashboard chỉ huy Quảng Trị ngày,/pages/screen/6173,OPEN_URL_SPECIAL
233,Mở dashboard chỉ huy Quảng Trị tháng,/pages/screen/6536,OPEN_URL_SPECIAL
238,Mở dashboard chỉ huy Sóc Trăng ngày,/pages/screen/6316,OPEN_URL_SPECIAL
237,Mở dashboard chỉ huy Sóc Trăng tháng,/pages/screen/6414,OPEN_URL_SPECIAL
240,Mở dashboard chỉ huy Thái Bình tháng,/pages/screen/6516,OPEN_URL_SPECIAL
239,Mở dashboard chỉ huy Thái Bình ngày,/pages/screen/6172,OPEN_URL_SPECIAL
258,Mở dashboard chỉ huy Bà Rịa Vũng Tàu ngày,/pages/screen/6162,OPEN_URL_SPECIAL
257,Mở dashboard chỉ huy Bà Rịa Vũng Tàu tháng,/pages/screen/6409,OPEN_URL_SPECIAL
260,Mở dashboard chỉ huy Yên Bái tháng,/pages/screen/6406,OPEN_URL_SPECIAL
259,Mở dashboard chỉ huy Yên Bái ngày,/pages/screen/6216,OPEN_URL_SPECIAL
407,Mở dashboard chỉ huy Công ty mẹ Tập đoàn ngày,/pages/screen/9668,OPEN_URL_SPECIAL
408,Mở dashboard chỉ huy Công ty mẹ Tập đoàn tháng,/pages/screen/9682,OPEN_URL_SPECIAL
409,Mở dashboard chỉ huy TCT Viễn thông ngày,/pages/screen/2667,OPEN_URL_SPECIAL
410,Mở dashboard chỉ huy TCT Viễn thông tháng,/pages/screen/2679,OPEN_URL_SPECIAL
411,Mở dashboard chỉ huy Tổng công ty Viễn thông ngày,/pages/screen/2667,OPEN_URL_SPECIAL
412,Mở dashboard chỉ huy Tổng công ty Viễn thông tháng,/pages/screen/2679,OPEN_URL_SPECIAL
413,Mở dashboard chỉ huy TCT Viễn thông VTT ngày,/pages/screen/2667,OPEN_URL_SPECIAL
414,Mở dashboard chỉ huy TCT Viễn thông VTT tháng,/pages/screen/2679,OPEN_URL_SPECIAL
415,Mở dashboard chỉ huy Tổng công ty Viễn thông VTT ngày,/pages/screen/2667,OPEN_URL_SPECIAL
416,Mở dashboard chỉ huy Tổng công ty Viễn thông VTT tháng,/pages/screen/2679,OPEN_URL_SPECIAL
417,Mở dashboard chỉ huy TCT Mạng lưới Viettel tháng,/pages/screen/5503,OPEN_URL_SPECIAL
418,Mở dashboard chỉ huy Tổng công ty Mạng lưới Viettel tháng,/pages/screen/5503,OPEN_URL_SPECIAL
419,Mở dashboard chỉ huy Tổng công ty Mạng lưới Viettel VTNet tháng,/pages/screen/5503,OPEN_URL_SPECIAL
420,Mở dashboard chỉ huy TCT Mạng lưới Viettel VTNet tháng,/pages/screen/5503,OPEN_URL_SPECIAL
421,Mở dashboard chỉ huy TCT CP Công trình Viettel tháng,/pages/screen/3042,OPEN_URL_SPECIAL
422,Mở dashboard chỉ huy Tổng công ty Cổ phần Công trình Viettel tháng,/pages/screen/3042,OPEN_URL_SPECIAL
423,Mở dashboard chỉ huy Tổng công ty Cổ phần Công trình Viettel VCC tháng,/pages/screen/3042,OPEN_URL_SPECIAL
